Date,BEST_EPS,IS_EPS,DVD_SH_LAST,RETURN_COM_EQY,BEST_ROE,FAIR_VALUE,BOOK_VAL_PER_SH,EOD_RISK_FREE_RATE_MID
8/24/2005,#N/A N/A,62.59,0.015359,9.92,#N/A N/A,#N/A N/A,643.9,#N/A N/A
8/25/2005,#N/A N/A,62.58,0.03099,9.92,#N/A N/A,#N/A N/A,643.83,#N/A N/A
8/26/2005,#N/A N/A,62.59,0.059239,9.92,#N/A N/A,#N/A N/A,643.85,#N/A N/A
8/29/2005,#N/A N/A,62.57,0,9.92,#N/A N/A,#N/A N/A,643.73,#N/A N/A
8/30/2005,#N/A N/A,62.58,0.001592,9.92,#N/A N/A,#N/A N/A,643.75,#N/A N/A
8/31/2005,95.89,62.57,0,9.92,#N/A N/A,#N/A N/A,643.69,#N/A N/A
9/1/2005,96.26,62.58,0,9.92,#N/A N/A,#N/A N/A,643.83,#N/A N/A
9/2/2005,96.65,62.59,0,9.92,#N/A N/A,#N/A N/A,643.88,#N/A N/A
9/5/2005,97.47,62.58,0,9.92,#N/A N/A,#N/A N/A,643.78,#N/A N/A
9/6/2005,97.13,62.58,0,9.92,#N/A N/A,#N/A N/A,643.77,#N/A N/A
9/7/2005,97.66,62.58,0,9.92,#N/A N/A,#N/A N/A,643.74,#N/A N/A
9/8/2005,97.65,62.6,0,9.92,#N/A N/A,#N/A N/A,643.99,#N/A N/A
9/9/2005,96.18,62.6,0,9.92,#N/A N/A,#N/A N/A,644.03,#N/A N/A
9/12/2005,96.6,62.61,0,9.92,#N/A N/A,#N/A N/A,644.05,#N/A N/A
9/13/2005,97.03,62.59,0,9.92,#N/A N/A,#N/A N/A,643.91,#N/A N/A
9/14/2005,97.13,62.58,0,9.92,#N/A N/A,#N/A N/A,643.82,#N/A N/A
9/15/2005,97.44,62.58,0,9.92,#N/A N/A,#N/A N/A,643.84,#N/A N/A
9/16/2005,100.08,63.75,0,9.95,#N/A N/A,#N/A N/A,653.7,#N/A N/A
9/19/2005,99.95,63.75,0.00529,9.95,#N/A N/A,#N/A N/A,653.64,#N/A N/A
9/20/2005,99.98,63.85,0,9.97,#N/A N/A,#N/A N/A,653.9,#N/A N/A
9/21/2005,100.22,63.87,1.369788,9.97,#N/A N/A,#N/A N/A,654.1,#N/A N/A
9/22/2005,99.52,63.85,0,9.97,#N/A N/A,#N/A N/A,653.89,#N/A N/A
9/23/2005,98.99,63.82,0.013602,9.97,#N/A N/A,#N/A N/A,653.58,#N/A N/A
9/26/2005,99.33,63.83,0,9.97,#N/A N/A,#N/A N/A,653.67,#N/A N/A
9/27/2005,99.28,63.85,0,9.97,#N/A N/A,#N/A N/A,653.85,#N/A N/A
9/28/2005,98.9,63.85,0,9.97,#N/A N/A,#N/A N/A,653.87,#N/A N/A
9/29/2005,98.9,63.84,0,9.97,#N/A N/A,#N/A N/A,653.81,#N/A N/A
9/30/2005,98.77,61.71,0,9.47,#N/A N/A,#N/A N/A,662.39,#N/A N/A
10/3/2005,98.41,61.71,0,9.47,#N/A N/A,#N/A N/A,662.39,#N/A N/A
10/4/2005,99.64,61.71,0,9.47,#N/A N/A,#N/A N/A,662.39,#N/A N/A
10/5/2005,99.64,61.71,0,9.47,#N/A N/A,#N/A N/A,662.39,#N/A N/A
10/6/2005,99.64,61.71,0,9.47,#N/A N/A,#N/A N/A,662.39,#N/A N/A
10/7/2005,99.64,61.71,0,9.47,#N/A N/A,#N/A N/A,662.39,#N/A N/A
10/10/2005,99.42,61.72,0.112311,9.47,#N/A N/A,#N/A N/A,662.5,#N/A N/A
10/11/2005,99.64,61.7,0,9.47,#N/A N/A,#N/A N/A,662.35,#N/A N/A
10/12/2005,99.97,61.7,0,9.47,#N/A N/A,#N/A N/A,662.31,#N/A N/A
10/13/2005,100.06,61.71,0,9.47,#N/A N/A,#N/A N/A,662.39,#N/A N/A
10/14/2005,99.76,61.72,0,9.47,#N/A N/A,#N/A N/A,662.5,#N/A N/A
10/17/2005,100.33,61.73,0,9.47,#N/A N/A,#N/A N/A,662.59,#N/A N/A
10/18/2005,100.88,61.72,0,9.47,#N/A N/A,#N/A N/A,662.52,#N/A N/A
10/19/2005,100.79,61.72,0.027426,9.47,#N/A N/A,#N/A N/A,662.58,#N/A N/A
10/20/2005,99.85,61.72,0,9.47,#N/A N/A,#N/A N/A,662.55,#N/A N/A
10/21/2005,102.32,61.72,0,9.47,#N/A N/A,#N/A N/A,662.51,#N/A N/A
10/24/2005,102.14,61.72,0,9.47,#N/A N/A,#N/A N/A,662.51,#N/A N/A
10/25/2005,101.58,61.72,0,9.47,#N/A N/A,#N/A N/A,662.61,#N/A N/A
10/26/2005,100.69,61.48,0,9.47,#N/A N/A,#N/A N/A,659.98,#N/A N/A
10/27/2005,100.97,61.95,0,9.47,#N/A N/A,#N/A N/A,665.02,#N/A N/A
10/28/2005,100.31,61.96,0,9.47,#N/A N/A,#N/A N/A,665.18,#N/A N/A
10/31/2005,99.56,61.96,0,9.47,#N/A N/A,#N/A N/A,665.2,#N/A N/A
11/1/2005,98.97,61.97,0,9.47,#N/A N/A,#N/A N/A,665.28,#N/A N/A
11/2/2005,99.47,61.96,0.025869,9.47,#N/A N/A,#N/A N/A,665.14,#N/A N/A
11/3/2005,99.26,61.94,0,9.47,#N/A N/A,#N/A N/A,664.99,#N/A N/A
11/4/2005,99.48,61.95,0.139011,9.47,#N/A N/A,#N/A N/A,665.04,#N/A N/A
11/7/2005,100,61.94,0,9.47,#N/A N/A,#N/A N/A,664.94,#N/A N/A
11/8/2005,99.88,61.94,0,9.47,#N/A N/A,#N/A N/A,664.99,#N/A N/A
11/9/2005,99.59,61.94,0,9.47,#N/A N/A,#N/A N/A,665.01,#N/A N/A
11/10/2005,98.87,61.96,0,9.47,#N/A N/A,#N/A N/A,665.17,#N/A N/A
11/11/2005,99.04,61.96,0,9.47,#N/A N/A,#N/A N/A,665.14,#N/A N/A
11/14/2005,99.29,61.96,0.123348,9.47,#N/A N/A,#N/A N/A,665.18,#N/A N/A
11/15/2005,98.94,61.96,0,9.47,#N/A N/A,#N/A N/A,665.15,#N/A N/A
11/16/2005,98.92,61.95,0,9.47,#N/A N/A,#N/A N/A,665.11,#N/A N/A
11/17/2005,99.02,61.95,0,9.47,#N/A N/A,#N/A N/A,665.09,#N/A N/A
11/18/2005,100.2,62.62,0,9.54,#N/A N/A,#N/A N/A,667.53,#N/A N/A
11/21/2005,100.23,62.61,0,9.54,#N/A N/A,#N/A N/A,667.51,#N/A N/A
11/22/2005,99.8,62.61,0,9.54,#N/A N/A,#N/A N/A,667.49,#N/A N/A
11/23/2005,99.65,62.62,0,9.54,#N/A N/A,#N/A N/A,667.54,#N/A N/A
11/24/2005,98.44,62.62,0,9.54,#N/A N/A,#N/A N/A,667.57,#N/A N/A
11/25/2005,98.08,62.63,0,9.54,#N/A N/A,#N/A N/A,667.67,#N/A N/A
11/28/2005,98.03,62.63,0,9.54,#N/A N/A,#N/A N/A,667.7,#N/A N/A
11/29/2005,97.86,62.64,0,9.54,#N/A N/A,#N/A N/A,667.83,#N/A N/A
11/30/2005,97.39,62.67,0,9.54,#N/A N/A,#N/A N/A,668.07,#N/A N/A
12/1/2005,97.21,62.67,0,9.54,#N/A N/A,#N/A N/A,668.12,#N/A N/A
12/2/2005,95.41,62.67,0,9.54,#N/A N/A,#N/A N/A,668.12,#N/A N/A
12/5/2005,94.76,62.67,0,9.54,#N/A N/A,#N/A N/A,668.15,#N/A N/A
12/6/2005,94.33,62.68,0,9.54,#N/A N/A,#N/A N/A,668.22,#N/A N/A
12/7/2005,94.23,62.67,0,9.54,#N/A N/A,#N/A N/A,668.13,#N/A N/A
12/8/2005,93.58,62.67,0,9.54,#N/A N/A,#N/A N/A,668.09,#N/A N/A
12/9/2005,93.59,62.69,0,9.54,#N/A N/A,#N/A N/A,668.36,#N/A N/A
12/12/2005,93.56,62.69,0,9.54,#N/A N/A,#N/A N/A,668.28,#N/A N/A
12/13/2005,93.4,62.69,0,9.54,#N/A N/A,#N/A N/A,668.37,#N/A N/A
12/14/2005,93.51,62.7,0,9.54,#N/A N/A,#N/A N/A,668.46,#N/A N/A
12/15/2005,93.34,62.7,0,9.54,#N/A N/A,#N/A N/A,668.41,#N/A N/A
12/16/2005,93.49,62.76,0,9.53,#N/A N/A,#N/A N/A,669.49,#N/A N/A
12/19/2005,93.22,62.75,0,9.53,#N/A N/A,#N/A N/A,669.43,#N/A N/A
12/20/2005,93.13,62.77,0,9.53,#N/A N/A,#N/A N/A,669.6,#N/A N/A
12/21/2005,92.9,62.77,0,9.53,#N/A N/A,#N/A N/A,669.63,#N/A N/A
12/22/2005,92.84,62.77,0,9.53,#N/A N/A,#N/A N/A,669.6,#N/A N/A
12/23/2005,92.99,62.77,0,9.53,#N/A N/A,#N/A N/A,669.59,#N/A N/A
12/26/2005,92.89,62.77,0.580454,9.53,#N/A N/A,#N/A N/A,669.56,#N/A N/A
12/27/2005,92.94,62.75,0,9.53,#N/A N/A,#N/A N/A,669.4,#N/A N/A
12/28/2005,92.93,62.74,0,9.53,#N/A N/A,#N/A N/A,669.27,#N/A N/A
12/29/2005,92.79,62.74,0,9.53,#N/A N/A,#N/A N/A,669.26,#N/A N/A
12/30/2005,91.09,62.72,0,9.53,#N/A N/A,#N/A N/A,669.17,#N/A N/A
1/2/2006,98.2,60.81,0,9.12,#N/A N/A,#N/A N/A,680.29,#N/A N/A
1/3/2006,98.2,60.81,0,9.12,#N/A N/A,#N/A N/A,680.29,#N/A N/A
1/4/2006,100.63,62.23,0,9.17,#N/A N/A,#N/A N/A,692.89,#N/A N/A
1/5/2006,100.59,62.23,0,9.17,#N/A N/A,#N/A N/A,692.89,#N/A N/A
1/6/2006,100.48,62.23,0,9.17,#N/A N/A,#N/A N/A,692.88,#N/A N/A
1/9/2006,100.89,62.24,0,9.17,#N/A N/A,#N/A N/A,692.89,#N/A N/A
1/10/2006,100.9,62.24,0,9.17,#N/A N/A,#N/A N/A,692.89,#N/A N/A
1/11/2006,100.94,62.24,0,9.17,#N/A N/A,#N/A N/A,692.88,#N/A N/A
1/12/2006,100.94,62.24,0,9.17,#N/A N/A,#N/A N/A,692.89,#N/A N/A
1/13/2006,102.11,62.24,0,9.17,#N/A N/A,#N/A N/A,692.89,#N/A N/A
1/16/2006,102.13,62.24,0,9.17,#N/A N/A,#N/A N/A,692.89,#N/A N/A
1/17/2006,101.74,62.24,0,9.17,#N/A N/A,#N/A N/A,692.88,#N/A N/A
1/18/2006,101.87,62.24,0,9.17,#N/A N/A,#N/A N/A,692.88,#N/A N/A
1/19/2006,101.63,62.24,0,9.17,#N/A N/A,#N/A N/A,692.88,#N/A N/A
1/20/2006,101.67,62.24,0,9.17,#N/A N/A,#N/A N/A,692.88,#N/A N/A
1/23/2006,102.15,62.24,0,9.17,#N/A N/A,#N/A N/A,692.88,#N/A N/A
1/24/2006,102.15,62.24,0,9.17,#N/A N/A,#N/A N/A,692.87,#N/A N/A
1/25/2006,101.69,62.24,0,9.17,#N/A N/A,#N/A N/A,692.86,#N/A N/A
1/26/2006,100.12,62.24,0,9.17,18.15,#N/A N/A,692.86,#N/A N/A
1/27/2006,100.12,62.24,0,9.17,18.15,#N/A N/A,692.86,#N/A N/A
1/30/2006,100.12,62.24,0,9.17,18.15,#N/A N/A,692.86,#N/A N/A
1/31/2006,100.12,62.24,0,9.17,18.15,#N/A N/A,692.86,#N/A N/A
2/1/2006,100.12,62.24,0,9.17,18.15,#N/A N/A,692.86,#N/A N/A
2/2/2006,100.09,62.24,0,9.17,18.15,#N/A N/A,692.86,#N/A N/A
2/3/2006,100.09,62.24,0,9.17,18.15,#N/A N/A,692.86,#N/A N/A
2/6/2006,99.95,62.23,0,9.17,18.15,#N/A N/A,692.86,#N/A N/A
2/7/2006,100.53,62.23,0,9.17,18.15,#N/A N/A,692.87,#N/A N/A
2/8/2006,100.52,62.23,0,9.17,18.15,#N/A N/A,692.88,#N/A N/A
2/9/2006,101.47,62.23,0,9.17,17.94,#N/A N/A,692.87,#N/A N/A
2/10/2006,101.55,62.29,0,9.17,17.94,#N/A N/A,693.27,#N/A N/A
2/13/2006,102.13,62.27,0,9.17,17.94,#N/A N/A,693.47,#N/A N/A
2/14/2006,102.18,62.27,0.151425,9.17,17.94,#N/A N/A,693.46,#N/A N/A
2/15/2006,101.93,62.27,0,9.17,17.95,#N/A N/A,693.4,#N/A N/A
2/16/2006,101.53,62.27,0,9.17,17.95,#N/A N/A,693.41,#N/A N/A
2/17/2006,101.2,62.27,0,9.17,17.93,#N/A N/A,693.39,#N/A N/A
2/20/2006,101.17,62.27,0,9.17,17.93,#N/A N/A,693.39,#N/A N/A
2/21/2006,101.5,62.27,0,9.17,18.41,#N/A N/A,693.39,#N/A N/A
2/22/2006,101.99,62.27,0,9.17,18.07,#N/A N/A,693.39,#N/A N/A
2/23/2006,102.07,62.27,0,9.17,18.04,#N/A N/A,693.39,#N/A N/A
2/24/2006,102.27,62.26,0,9.17,18.04,#N/A N/A,693.4,#N/A N/A
2/27/2006,101.87,62.26,0,9.17,18.04,#N/A N/A,693.39,#N/A N/A
2/28/2006,101.86,62.26,0,9.17,18.04,#N/A N/A,693.39,#N/A N/A
3/1/2006,102.66,62.79,0.619745,9.2,18.04,#N/A N/A,696.82,#N/A N/A
3/2/2006,102.45,62.79,0,9.2,18.04,#N/A N/A,696.82,#N/A N/A
3/3/2006,102.17,62.79,0,9.2,18.04,#N/A N/A,696.82,#N/A N/A
3/6/2006,102.35,62.78,0,9.2,18.04,#N/A N/A,696.83,#N/A N/A
3/7/2006,102.6,62.78,0,9.2,18.04,#N/A N/A,696.84,#N/A N/A
3/8/2006,102.78,62.78,0,9.2,18.04,#N/A N/A,696.84,#N/A N/A
3/9/2006,102.77,62.78,0,9.2,18.04,#N/A N/A,696.84,#N/A N/A
3/10/2006,102.73,62.79,0,9.2,18.04,#N/A N/A,696.83,#N/A N/A
3/13/2006,102.55,62.79,0,9.2,18.05,#N/A N/A,696.82,#N/A N/A
3/14/2006,102.59,62.79,0,9.2,18.05,#N/A N/A,696.98,#N/A N/A
3/15/2006,102.44,62.79,0,9.2,18.05,#N/A N/A,696.97,#N/A N/A
3/16/2006,102.55,62.79,0.028051,9.2,18.05,#N/A N/A,696.97,#N/A N/A
3/17/2006,102.57,62.79,0,9.2,18.05,#N/A N/A,696.97,#N/A N/A
3/20/2006,102.93,62.79,0,9.2,18.01,#N/A N/A,696.97,#N/A N/A
3/21/2006,103.07,62.79,0,9.2,18.01,#N/A N/A,696.96,#N/A N/A
3/22/2006,103.11,62.79,0,9.2,18.01,#N/A N/A,696.96,#N/A N/A
3/23/2006,105.87,64,0,9.2,18.01,#N/A N/A,710.28,#N/A N/A
3/24/2006,105.72,64.24,0.032681,9.24,18.01,#N/A N/A,709.99,#N/A N/A
3/27/2006,106.16,64.47,0,9.26,18.01,#N/A N/A,711.29,#N/A N/A
3/28/2006,106.08,64.47,0,9.26,18.01,#N/A N/A,711.29,#N/A N/A
3/29/2006,105.48,64.47,0,9.26,18.02,#N/A N/A,711.26,#N/A N/A
3/30/2006,105.57,64.81,0.017033,9.29,18.02,#N/A N/A,714.81,#N/A N/A
3/31/2006,106.21,61.47,0.495656,8.9,18.01,#N/A N/A,721.3,#N/A N/A
4/3/2006,106.1,61.47,0,8.9,18.01,#N/A N/A,721.3,#N/A N/A
4/4/2006,106.67,61.73,0.257834,8.9,18.12,#N/A N/A,724.44,#N/A N/A
4/5/2006,105.62,61.73,0.155232,8.9,18.12,#N/A N/A,724.44,#N/A N/A
4/6/2006,105.78,61.73,0,8.9,18.12,#N/A N/A,724.44,#N/A N/A
4/7/2006,106.22,61.74,0.028772,8.9,18.12,#N/A N/A,724.45,#N/A N/A
4/10/2006,106.46,61.74,0,8.9,18.12,#N/A N/A,724.44,#N/A N/A
4/11/2006,106.59,61.69,0.052486,8.89,18.24,#N/A N/A,724.12,#N/A N/A
4/12/2006,106.88,61.69,0.023929,8.89,18.24,#N/A N/A,724.07,#N/A N/A
4/13/2006,106.92,61.79,0.043733,8.89,18.24,#N/A N/A,725.67,#N/A N/A
4/14/2006,106.6,61.82,0.257124,8.9,18.24,#N/A N/A,725.22,#N/A N/A
4/17/2006,106.04,61.82,0.185636,8.9,18.24,#N/A N/A,725.22,#N/A N/A
4/18/2006,105.85,61.84,0.036007,8.9,18.24,#N/A N/A,725.45,#N/A N/A
4/19/2006,106.09,61.84,0.058423,8.9,18.24,#N/A N/A,725.46,#N/A N/A
4/20/2006,105.65,61.79,1.44177,8.89,18.24,#N/A N/A,725.22,#N/A N/A
4/21/2006,105.54,61.97,0.068276,8.91,18.24,#N/A N/A,726.24,#N/A N/A
4/24/2006,105.44,61.96,0.018017,8.91,18.22,#N/A N/A,726.22,#N/A N/A
4/25/2006,105.46,61.96,0.389904,8.91,18.22,#N/A N/A,726.22,#N/A N/A
4/26/2006,105.9,61.96,0.033298,8.91,18.2,#N/A N/A,726.21,#N/A N/A
4/27/2006,105.74,61.96,0.163843,8.91,18.2,#N/A N/A,726.22,#N/A N/A
4/28/2006,105.63,61.97,0.099911,8.91,17.86,#N/A N/A,726.21,#N/A N/A
5/1/2006,105.62,61.97,0,8.91,17.86,#N/A N/A,726.21,#N/A N/A
5/2/2006,105.38,61.97,0,8.91,17.86,#N/A N/A,726.21,#N/A N/A
5/3/2006,105.46,61.97,0,8.91,17.86,#N/A N/A,726.21,#N/A N/A
5/4/2006,105.46,61.97,0,8.91,17.86,#N/A N/A,726.21,#N/A N/A
5/5/2006,105.46,61.97,0,8.91,17.86,#N/A N/A,726.21,#N/A N/A
5/8/2006,105.24,61.96,0,8.91,17.86,#N/A N/A,726.21,#N/A N/A
5/9/2006,105.49,61.96,0,8.91,17.86,#N/A N/A,726.22,#N/A N/A
5/10/2006,105.91,61.96,0.15799,8.91,17.86,#N/A N/A,726.22,#N/A N/A
5/11/2006,106.15,61.98,0.074026,8.91,17.86,#N/A N/A,726.35,#N/A N/A
5/12/2006,105.72,61.98,0,8.91,17.86,#N/A N/A,726.35,#N/A N/A
5/15/2006,106.41,62.17,0.728038,8.92,17.86,#N/A N/A,727.81,#N/A N/A
5/16/2006,107.81,62.33,0.087363,8.88,17.87,#N/A N/A,732.98,#N/A N/A
5/17/2006,107.89,62.34,0.511547,8.88,17.87,#N/A N/A,733.15,#N/A N/A
5/18/2006,108.69,62.6,0.130067,8.9,17.87,#N/A N/A,734.82,#N/A N/A
5/19/2006,108.79,62.63,0.292281,8.9,17.87,#N/A N/A,735.1,#N/A N/A
5/22/2006,109.61,62.63,0.288424,8.9,17.87,#N/A N/A,735.11,#N/A N/A
5/23/2006,108.82,62.65,0.029263,8.9,17.74,#N/A N/A,735.23,#N/A N/A
5/24/2006,110.09,63.62,0.060309,8.98,17.74,#N/A N/A,740,#N/A N/A
5/25/2006,111.39,63.63,2.405104,8.98,17.76,#N/A N/A,740,#N/A N/A
5/26/2006,111.64,63.63,0.078153,8.98,17.76,#N/A N/A,740.01,#N/A N/A
5/29/2006,111.75,63.63,0.079242,8.98,17.76,#N/A N/A,740.01,#N/A N/A
5/30/2006,112.01,63.51,0.132461,8.96,17.77,#N/A N/A,740.4,#N/A N/A
5/31/2006,112.43,63.51,0.186811,8.96,17.78,#N/A N/A,740.41,#N/A N/A
6/1/2006,113.1,63.51,0.657867,8.96,17.77,#N/A N/A,740.41,#N/A N/A
6/2/2006,114.46,63.51,0.590156,8.96,17.77,#N/A N/A,740.42,#N/A N/A
6/5/2006,114.8,63.53,0.183876,8.96,17.77,#N/A N/A,740.53,#N/A N/A
6/6/2006,114.71,63.53,0.371807,8.96,17.77,#N/A N/A,740.79,#N/A N/A
6/7/2006,114.13,63.53,0.960834,8.96,17.77,#N/A N/A,740.82,#N/A N/A
6/8/2006,113.77,63.52,0.021253,8.96,17.75,#N/A N/A,740.49,#N/A N/A
6/9/2006,113.77,63.53,1.725149,8.96,17.75,#N/A N/A,740.67,#N/A N/A
6/12/2006,113.65,63.47,0.578378,8.94,17.75,#N/A N/A,741.33,#N/A N/A
6/13/2006,113.93,63.43,0.091711,8.93,17.75,#N/A N/A,741.63,#N/A N/A
6/14/2006,114.07,63.42,0.090915,8.93,17.75,#N/A N/A,741.69,#N/A N/A
6/15/2006,113.96,63.42,0.20579,8.93,17.75,#N/A N/A,741.69,#N/A N/A
6/16/2006,113.73,63.42,1.069077,8.93,17.75,#N/A N/A,741.93,#N/A N/A
6/19/2006,113.81,63.42,3.568466,8.93,17.75,#N/A N/A,741.93,#N/A N/A
6/20/2006,113.81,63.41,0.207642,8.93,17.74,#N/A N/A,741.77,#N/A N/A
6/21/2006,113.25,63.41,0.030148,8.93,17.75,#N/A N/A,741.77,#N/A N/A
6/22/2006,112.26,63.42,0.222357,8.92,17.75,#N/A N/A,742.04,#N/A N/A
6/23/2006,112.24,63.44,2.022704,8.92,17.75,#N/A N/A,742.95,#N/A N/A
6/26/2006,112.02,63.44,0.653587,8.92,17.76,#N/A N/A,742.95,#N/A N/A
6/27/2006,112.04,63.44,0.209341,8.92,17.75,#N/A N/A,742.96,#N/A N/A
6/28/2006,112.14,63.44,0.25815,8.91,17.76,#N/A N/A,743.22,#N/A N/A
6/29/2006,112.06,63.45,0.418594,8.91,17.76,#N/A N/A,743.37,#N/A N/A
6/30/2006,111.82,66.05,0.143452,9.17,17.82,#N/A N/A,744.98,#N/A N/A
7/3/2006,112.01,66.07,0.37468,9.16,17.83,#N/A N/A,745.64,#N/A N/A
7/4/2006,112.23,66.07,0.176148,9.16,17.83,#N/A N/A,745.65,#N/A N/A
7/5/2006,108.87,67.95,0.050314,8.86,17.83,#N/A N/A,753.23,#N/A N/A
7/6/2006,109.39,67.95,0.047314,8.86,17.83,#N/A N/A,753.3,#N/A N/A
7/7/2006,109.57,67.98,0.031163,8.86,17.83,#N/A N/A,753.52,#N/A N/A
7/10/2006,109.51,67.96,0.059511,8.83,17.83,#N/A N/A,755.11,#N/A N/A
7/11/2006,108.41,67.97,0.29116,8.83,17.83,#N/A N/A,755.27,#N/A N/A
7/12/2006,108.51,67.97,0.406549,8.83,17.83,#N/A N/A,755.27,#N/A N/A
7/13/2006,107.87,67.97,0.077974,8.83,17.83,#N/A N/A,755.27,#N/A N/A
7/14/2006,107.91,67.97,0.72531,8.83,17.83,#N/A N/A,755.41,#N/A N/A
7/17/2006,108.11,67.97,0.255907,8.83,17.83,#N/A N/A,755.41,#N/A N/A
7/18/2006,108.21,67.97,0.236312,8.83,17.83,#N/A N/A,755.44,#N/A N/A
7/19/2006,108.2,67.97,0.124585,8.83,17.83,#N/A N/A,755.44,#N/A N/A
7/20/2006,108.28,67.96,0.121052,8.83,17.83,#N/A N/A,755.43,#N/A N/A
7/21/2006,107.39,67.96,0.116887,8.83,17.83,#N/A N/A,755.37,#N/A N/A
7/24/2006,106.8,67.96,0.063567,8.83,17.83,#N/A N/A,755.37,#N/A N/A
7/25/2006,106.88,67.96,0.022004,8.83,17.83,#N/A N/A,755.37,#N/A N/A
7/26/2006,106.9,67.96,0,8.83,17.83,#N/A N/A,755.37,#N/A N/A
7/27/2006,106.72,67.96,0.016556,8.82,17.83,#N/A N/A,755.55,#N/A N/A
7/28/2006,106.77,67.93,0.022538,8.82,17.83,#N/A N/A,755.89,#N/A N/A
7/31/2006,106.36,67.93,0.138542,8.82,17.83,#N/A N/A,755.89,#N/A N/A
8/1/2006,108.79,70,0.136796,8.96,17.77,#N/A N/A,766.61,#N/A N/A
8/2/2006,108.61,70,0.013581,8.96,17.77,#N/A N/A,766.69,#N/A N/A
8/3/2006,108.6,69.96,0.012771,8.95,17.77,#N/A N/A,766.86,#N/A N/A
8/4/2006,108.06,69.95,0.010425,8.95,17.77,#N/A N/A,766.86,#N/A N/A
8/7/2006,107.54,69.89,0.052202,8.94,17.76,#N/A N/A,766.96,#N/A N/A
8/8/2006,107.81,69.89,0,8.94,17.75,#N/A N/A,766.96,#N/A N/A
8/9/2006,107.88,69.9,0,8.94,17.75,#N/A N/A,767.68,#N/A N/A
8/10/2006,107.69,69.9,0.060449,8.94,17.75,#N/A N/A,767.68,#N/A N/A
8/11/2006,107.81,69.91,0.012841,8.94,17.75,#N/A N/A,768.03,#N/A N/A
8/14/2006,107.94,69.91,0.090845,8.93,17.75,#N/A N/A,768.15,#N/A N/A
8/15/2006,108.14,69.88,0.003041,8.93,17.75,#N/A N/A,768.34,#N/A N/A
8/16/2006,108.06,69.88,0,8.93,17.75,#N/A N/A,768.34,#N/A N/A
8/17/2006,108.79,69.88,0.170706,8.93,17.75,#N/A N/A,768.33,#N/A N/A
8/18/2006,108.73,69.88,0.021112,8.93,17.75,#N/A N/A,768.33,#N/A N/A
8/21/2006,107.78,69.41,0.23508,8.93,17.74,#N/A N/A,763.27,#N/A N/A
8/22/2006,107.83,69.4,0.067667,8.92,17.72,#N/A N/A,763.57,#N/A N/A
8/23/2006,107.72,69.4,0.064904,8.92,17.72,#N/A N/A,763.57,#N/A N/A
8/24/2006,107.97,69.4,0.139178,8.92,17.72,#N/A N/A,763.81,#N/A N/A
8/25/2006,107.91,69.4,0,8.92,17.71,#N/A N/A,763.76,#N/A N/A
8/28/2006,107.98,69.4,0,8.92,17.7,#N/A N/A,763.75,#N/A N/A
8/29/2006,108.04,69.63,0,8.96,17.71,#N/A N/A,763.23,#N/A N/A
8/30/2006,108.01,69.7,0,8.96,17.7,#N/A N/A,764.01,#N/A N/A
8/31/2006,108.12,69.7,0.028193,8.96,17.7,#N/A N/A,764.02,#N/A N/A
9/1/2006,109.4,69.96,0,8.79,17.63,#N/A N/A,777.98,#N/A N/A
9/4/2006,109.7,69.96,0,8.79,17.62,#N/A N/A,777.86,#N/A N/A
9/5/2006,109.67,69.96,0.027604,8.79,17.63,#N/A N/A,777.85,#N/A N/A
9/6/2006,109.65,70,0,8.8,17.63,#N/A N/A,778.14,#N/A N/A
9/7/2006,109.29,70,0,8.8,17.63,#N/A N/A,778.14,#N/A N/A
9/8/2006,109.22,70,0,8.8,17.63,#N/A N/A,778.14,#N/A N/A
9/11/2006,109.17,70,0,8.79,17.63,#N/A N/A,778.13,#N/A N/A
9/12/2006,108.81,70,0,8.79,17.63,#N/A N/A,778.13,#N/A N/A
9/13/2006,108.5,70,0,8.79,17.63,#N/A N/A,778.13,#N/A N/A
9/14/2006,108.55,70,1.274338,8.79,17.63,#N/A N/A,778.13,#N/A N/A
9/15/2006,108.08,70,0,8.79,17.62,#N/A N/A,778.13,#N/A N/A
9/18/2006,108.61,70,0,8.79,17.62,#N/A N/A,778.14,#N/A N/A
9/19/2006,108.91,70,0,8.79,17.65,#N/A N/A,778.17,#N/A N/A
9/20/2006,109.28,70,0,8.79,17.65,#N/A N/A,778.26,#N/A N/A
9/21/2006,109.25,70,1.007108,8.79,17.66,#N/A N/A,778.27,#N/A N/A
9/22/2006,109.23,69.99,0,8.79,17.66,#N/A N/A,778.19,#N/A N/A
9/25/2006,109.01,69.99,0.016279,8.79,17.68,#N/A N/A,778.19,#N/A N/A
9/26/2006,109.18,70,0,8.79,17.68,#N/A N/A,778.32,#N/A N/A
9/27/2006,109.02,70,0,8.79,17.68,#N/A N/A,778.32,#N/A N/A
9/28/2006,109.06,70,0.023729,8.79,17.68,#N/A N/A,778.32,#N/A N/A
9/29/2006,109.11,70,0,8.79,17.68,#N/A N/A,778.32,#N/A N/A
10/2/2006,109.11,74.91,0,9.26,14,#N/A N/A,807.5,#N/A N/A
10/3/2006,109.11,74.91,0,9.26,14,#N/A N/A,807.5,#N/A N/A
10/4/2006,109.14,74.91,0,9.26,14,#N/A N/A,807.5,#N/A N/A
10/5/2006,109.12,74.91,0,9.26,14,#N/A N/A,807.5,#N/A N/A
