,high,close,open,low
2010-01-04,3.039735,3.001217,2.969118,2.93702
2010-01-05,3.010846,2.975538,3.001217,2.953069
2010-01-06,3.001217,2.959489,2.975538,2.953069
2010-01-07,2.969118,2.850354,2.959489,2.831094
2010-01-08,2.872823,2.872823,2.853563,2.808625
2010-01-11,2.93702,2.9306,2.892082,2.808625
2010-01-12,3.004427,3.001217,2.92418,2.882452
2010-01-13,3.14566,3.087883,2.969118,2.9306
2010-01-14,3.113562,3.071834,3.049365,3.001217
2010-01-15,3.084673,3.020476,3.075044,3.004427
2010-01-18,3.087883,3.084673,3.010846,3.001217
2010-01-19,3.103932,3.017266,3.103932,3.004427
2010-01-20,3.065414,3.065414,3.023686,2.946649
2010-01-21,3.16492,3.139241,3.058994,3.033315
2010-01-22,3.107142,2.972328,3.107142,2.888872
2010-01-25,2.93702,2.789366,2.92418,2.786156
2010-01-26,2.831094,2.632083,2.792576,2.603194
2010-01-27,2.680231,2.596775,2.648132,2.577516
2010-01-28,2.622454,2.612824,2.599985,2.583935
2010-01-29,2.657762,2.612824,2.599985,2.580725
2010-02-01,2.641713,2.606404,2.612824,2.587145
2010-02-02,2.644923,2.596775,2.638503,2.593565
2010-02-03,2.657762,2.657762,2.596775,2.47159
2010-02-04,2.770107,2.754058,2.635293,2.603194
2010-02-05,2.69628,2.628873,2.667392,2.583935
2010-02-08,2.680231,2.638503,2.625663,2.590355
2010-02-09,2.651342,2.619244,2.596775,2.596775
2010-02-10,2.644923,2.635293,2.644923,2.599985
2010-02-11,2.670601,2.632083,2.632083,2.616034
2010-02-12,2.664182,2.664182,2.632083,2.606404
2010-02-22,2.686651,2.664182,2.664182,2.648132
2010-02-23,2.680231,2.667392,2.673811,2.567886
2010-02-24,2.725169,2.71233,2.638503,2.635293
2010-02-25,2.763687,2.741218,2.744428,2.70912
2010-02-26,2.763687,2.741218,2.744428,2.70912
2010-03-01,2.856773,2.831094,2.747638,2.744428
2010-03-02,2.908131,2.821465,2.821465,2.786156
2010-03-03,2.872823,2.843934,2.824675,2.808625
2010-03-04,2.892082,2.71233,2.847144,2.70591
2010-03-05,2.754058,2.693071,2.731589,2.648132
2010-03-08,2.786156,2.744428,2.69628,2.670601
2010-03-09,2.786156,2.766897,2.754058,2.731589
2010-03-10,2.872823,2.859983,2.760478,2.741218
2010-03-11,2.876032,2.808625,2.843934,2.763687
2010-03-12,2.821465,2.718749,2.808625,2.69628
2010-03-15,2.750848,2.673811,2.70591,2.641713
2010-03-16,2.71233,2.70912,2.69628,2.651342
2010-03-17,2.776527,2.773317,2.71233,2.683441
2010-03-18,2.837514,2.802206,2.773317,2.760478
2010-03-19,2.827885,2.811835,2.805416,2.770107
2010-03-22,2.882452,2.879242,2.815045,2.786156
2010-03-23,2.872823,2.869613,2.872823,2.827885
2010-03-24,2.882452,2.818255,2.856773,2.818255
2010-03-25,2.914551,2.892082,2.818255,2.750848
2010-03-26,2.998007,2.911341,2.969118,2.898501
2010-03-29,2.92418,2.879242,2.856773,2.815045
2010-03-30,2.92097,2.859983,2.856773,2.853563
2010-03-31,2.9306,2.911341,2.840724,2.840724
2010-04-01,2.959489,2.92418,2.959489,2.898501
2010-04-02,3.055784,3.001217,2.92418,2.911341
2010-04-06,3.010846,2.972328,3.001217,2.946649
2010-04-07,3.097513,3.020476,2.972328,2.962699
2010-04-08,3.071834,2.994797,3.020476,2.978748
2010-04-09,3.026896,3.017266,2.988377,2.956279
2010-04-12,3.129611,3.116772,3.017266,2.988377
2010-04-13,3.428128,3.428128,3.14566,3.081463
2010-04-14,3.771583,3.771583,3.771583,3.771583
2010-04-15,4.134297,3.980223,3.855039,3.778002
2010-04-16,3.903187,3.83578,3.855039,3.771583
2010-04-19,3.83578,3.665657,3.83578,3.566152
2010-04-20,3.755533,3.707385,3.659238,3.546893
2010-04-21,3.977014,3.8422,3.646398,3.60467
2010-04-22,3.948125,3.851829,3.813311,3.672077
2010-04-23,4.127877,3.867878,3.83578,3.790842
2010-04-26,3.896767,3.733064,3.819731,3.627139
2010-04-27,3.729854,3.524424,3.636769,3.363931
2010-04-28,3.508374,3.396029,3.444177,3.306153
2010-04-29,3.447387,3.363931,3.37677,3.293314
2010-04-30,3.338252,3.142451,3.338252,3.065414
2010-05-04,3.267635,3.248376,3.065414,3.065414
2010-05-05,3.408869,3.402449,3.225907,3.177759
2010-05-06,3.392819,3.213067,3.38961,3.209858
2010-05-07,3.351091,3.328622,3.113562,3.094303
2010-05-10,3.498745,3.469856,3.309363,3.309363
2010-05-11,3.498745,3.261215,3.476276,3.139241
2010-05-12,3.434548,3.283684,3.302943,3.177759
2010-05-13,3.251586,3.241956,3.209858,2.956279
2010-05-14,3.229117,3.14566,3.103932,3.042945
2010-05-17,3.103932,2.840724,3.049365,2.840724
2010-05-18,2.949859,2.863193,2.738009,2.738009
2010-05-19,2.872823,2.818255,2.837514,2.760478
2010-05-20,2.872823,2.786156,2.808625,2.763687
2010-05-21,2.802206,2.779737,2.7027,2.567886
2010-05-24,2.962699,2.917761,2.792576,2.779737
2010-05-25,2.892082,2.815045,2.885662,2.798996
2010-05-26,3.094303,2.949859,3.094303,2.914551
2010-05-27,3.026896,2.965908,2.985168,2.859983
2010-05-28,3.026896,2.965908,2.985168,2.859983
2010-05-31,3.126401,3.001217,2.949859,2.888872
2010-06-01,3.007637,2.888872,2.969118,2.70591
2010-06-02,2.840724,2.824675,2.827885,2.738009
2010-06-03,2.888872,2.789366,2.827885,2.786156
2010-06-04,2.818255,2.789366,2.731589,2.731589
2010-06-07,2.744428,2.69628,2.670601,2.632083
2010-06-08,2.792576,2.760478,2.680231,2.673811
2010-06-09,2.876032,2.843934,2.782947,2.70591
2010-06-10,2.93381,2.859983,2.792576,2.782947
2010-06-11,2.872823,2.805416,2.866403,2.802206
2010-06-17,2.904921,2.824675,2.811835,2.811835
2010-06-18,2.827885,2.683441,2.827885,2.641713
2010-06-21,2.754058,2.734799,2.664182,2.609614
2010-06-22,2.850354,2.782947,2.747638,2.69949
2010-06-23,2.824675,2.786156,2.757268,2.721959
2010-06-24,3.065414,3.065414,2.863193,2.856773
2010-06-25,3.241956,3.241956,3.129611,3.084673
2010-06-28,3.193808,3.042945,3.193808,2.985168
2010-06-29,3.026896,2.798996,3.001217,2.782947
2010-06-30,2.789366,2.786156,2.728379,2.632083
2010-07-01,2.770107,2.683441,2.734799,2.632083
2010-07-02,2.776527,2.725169,2.664182,2.574306
2010-07-05,2.998007,2.998007,2.664182,2.635293
2010-07-06,3.132821,3.081463,3.023686,2.94023
2010-07-07,3.097513,3.052575,3.033315,2.978748
2010-07-08,3.235536,3.126401,3.036525,2.949859
2010-07-09,3.225907,3.139241,3.084673,3.068624
2010-07-12,3.235536,3.209858,3.119982,3.049365
2010-07-13,3.341462,3.238746,3.171339,3.14566
2010-07-14,3.286894,3.177759,3.187389,3.113562
2010-07-15,3.37035,3.15208,3.187389,3.15208
2010-07-16,3.14887,3.139241,3.097513,3.017266
2010-07-19,3.235536,3.209858,3.068624,3.052575
2010-07-20,3.290104,3.264425,3.193808,3.193808
2010-07-21,3.335042,3.302943,3.274055,3.232327
2010-07-22,3.315783,3.293314,3.299734,3.254796
2010-07-23,3.335042,3.216277,3.290104,3.184179
2010-07-26,3.267635,3.235536,3.238746,3.177759
2010-07-27,3.396029,3.363931,3.238746,3.213067
2010-07-28,3.396029,3.37035,3.338252,3.286894
2010-07-29,3.421708,3.335042,3.37035,3.299734
2010-07-30,3.428128,3.412079,3.302943,3.302943
2010-08-02,3.479486,3.418498,3.402449,3.3864
2010-08-03,3.562942,3.440967,3.424918,3.405659
2010-08-04,3.511584,3.485905,3.405659,3.357511
2010-08-05,3.700966,3.61109,3.492325,3.482695
2010-08-06,3.639978,3.630349,3.630349,3.534053
2010-08-09,3.755533,3.617509,3.6143,3.575781
2010-08-10,3.643188,3.37035,3.60788,3.37035
2010-08-11,3.457017,3.367141,3.354301,3.322203
2010-08-12,3.412079,3.335042,3.367141,3.293314
2010-08-13,3.428128,3.412079,3.341462,3.335042
2010-08-16,3.505164,3.479486,3.412079,3.412079
2010-08-17,3.511584,3.492325,3.498745,3.434548
2010-08-18,3.675287,3.627139,3.518004,3.460226
2010-08-19,3.656028,3.60467,3.630349,3.559732
2010-08-20,3.623929,3.562942,3.588621,3.479486
2010-08-23,3.6143,3.60146,3.59504,3.518004
2010-08-24,3.691336,3.675287,3.60146,3.546893
2010-08-25,3.726645,3.585411,3.643188,3.566152
