,high,close,open,low
2015-01-05,21.78369,21.78369,19.886253,19.812566
2015-01-06,22.087649,21.88501,21.78369,21.442888
2015-01-07,22.585035,21.627106,21.903432,21.396834
2015-01-08,22.465294,22.041594,21.691582,21.378412
2015-01-09,22.981102,21.848166,21.848166,21.838955
2015-01-12,21.719214,21.221828,21.636316,20.917869
2015-01-13,21.534997,21.157352,21.111297,20.963924
2015-01-14,21.369201,20.567856,21.166562,20.429693
2015-01-15,21.065243,21.056032,20.586278,20.346796
2015-01-16,21.553419,21.525786,21.203406,21.074454
2015-01-19,21.166562,19.849409,20.540224,19.43492
2015-01-20,20.613911,20.365217,20.061259,19.941518
2015-01-21,21.046821,20.973134,20.696808,20.309952
2015-01-22,21.442888,21.129719,21.046821,20.844182
2015-01-23,21.24946,20.641543,21.148141,20.49417
2015-01-26,20.963924,20.899447,20.659965,20.457326
2015-01-27,21.332358,21.212617,20.917869,20.770495
2015-01-28,21.295515,20.908658,21.046821,20.862604
2015-01-29,20.853393,20.475748,20.71523,20.448115
2015-01-30,20.834971,20.448115,20.540224,20.448115
2015-02-02,20.263898,19.766511,20.116524,19.711246
2015-02-03,20.042837,19.987572,19.941518,19.619138
2015-02-04,20.245476,19.85862,19.996783,19.830987
2015-02-05,20.217844,19.480975,20.098102,19.43492
2015-02-06,19.53624,18.725684,19.416499,18.615154
2015-02-09,19.186227,19.130962,18.734895,18.698051
2015-02-10,19.794144,19.480975,19.130962,19.130962
2015-02-11,19.637559,19.462553,19.508607,19.361233
2015-02-12,19.932307,19.830987,19.53624,19.499396
2015-02-13,20.061259,19.784933,19.987572,19.74809
2015-02-16,19.849409,19.702035,19.849409,19.480975
2015-02-17,19.840198,19.591505,19.757301,19.517818
2015-02-25,19.655981,19.084908,19.600716,18.983588
2015-02-26,19.563872,19.545451,19.057275,18.983588
2015-02-27,19.932307,19.692824,19.619138,19.582294
2015-03-02,19.757301,19.563872,19.757301,19.416499
2015-03-03,19.527029,19.186227,19.527029,19.140173
2015-03-04,19.416499,19.379655,19.278336,19.140173
2015-03-05,19.398077,19.094118,19.352023,18.891479
2015-03-06,19.398077,19.269125,19.149384,19.048064
2015-03-09,19.600716,19.591505,19.21386,19.029642
2015-03-10,19.784933,19.628348,19.609927,19.508607
2015-03-11,19.895463,19.619138,19.619138,19.563872
2015-03-12,20.024416,19.987572,19.757301,19.563872
2015-03-13,20.079681,19.932307,20.033626,19.803355
2015-03-16,20.438904,20.429693,20.052048,19.987572
2015-03-17,21.056032,20.706019,20.531013,20.402061
2015-03-18,21.056032,21.03761,20.71523,20.567856
2015-03-19,20.963924,20.650754,20.954713,20.484959
2015-03-20,21.065243,20.844182,20.696808,20.641543
2015-03-23,21.166562,21.03761,20.92708,20.871815
2015-03-24,21.35078,20.963924,21.184984,20.632332
2015-03-25,20.963924,20.706019,20.963924,20.641543
2015-03-26,21.57184,21.498154,20.71523,20.641543
2015-03-27,21.599473,21.304725,21.534997,21.13893
2015-03-30,21.756058,21.67316,21.359991,21.240249
2015-03-31,22.10607,21.35078,21.636316,21.277093
2015-04-01,21.424467,21.378412,21.304725,21.184984
2015-04-02,21.719214,21.516575,21.415256,21.267882
2015-04-03,21.617895,21.56263,21.35078,21.313936
2015-04-07,22.382396,22.271866,21.663949,21.599473
2015-04-08,22.806096,22.262655,22.290288,21.931064
2015-04-09,22.437662,21.746847,22.299499,21.470521
2015-04-10,22.363975,22.262655,21.746847,21.67316
2015-04-13,22.916626,22.723198,22.363975,22.142914
2015-04-14,23.846924,23.082422,22.704777,22.585035
2015-04-15,23.460067,22.824518,23.091633,22.566614
2015-04-16,25.108812,24.915384,22.824518,22.732409
2015-04-17,25.228553,24.639058,24.906173,24.390364
2015-04-20,25.108812,24.104828,24.500895,24.003508
2015-04-21,26.204904,25.845681,24.196936,24.187725
2015-04-22,26.04832,25.956211,25.882524,25.431192
2015-04-23,26.066741,25.615409,25.891735,25.246975
2015-04-24,25.51409,24.76801,25.210131,23.939032
2015-04-27,25.329872,24.87854,24.694323,24.657479
2015-04-28,24.850908,24.095617,24.731166,23.874556
2015-04-29,24.279834,24.095617,23.561387,23.561387
2015-04-30,24.307467,24.049563,24.178515,24.040352
2015-05-04,24.961438,24.482473,24.114039,24.077195
2015-05-05,24.482473,23.239007,24.482473,23.229796
2015-05-06,23.736393,22.833729,23.570598,22.713987
2015-05-07,23.285061,22.888994,22.84294,22.824518
2015-05-08,23.625863,23.533754,23.183741,23.008735
2015-05-11,24.095617,24.067984,23.533754,23.248217
2015-05-12,24.362732,24.077195,24.114039,23.81008
2015-05-13,24.574582,24.178515,24.058773,23.939032
2015-05-14,24.160093,23.653495,24.160093,23.579809
2015-05-15,23.902189,23.257428,23.662706,23.16532
2015-05-18,23.229796,23.027157,23.073211,22.962681
2015-05-19,23.69955,23.662706,23.027157,22.888994
2015-05-20,24.086406,23.662706,23.589019,23.561387
2015-05-21,24.565371,24.491684,23.662706,23.662706
2015-05-22,25.099601,24.952227,24.66669,24.325888
2015-05-25,25.495668,25.421981,24.961438,24.952227
2015-05-26,25.744361,25.698307,25.523301,24.989071
2015-05-27,25.73515,25.41277,25.698307,25.154866
2015-05-28,26.877297,24.869329,25.679885,24.408786
2015-05-29,25.320662,24.712745,24.87854,24.224569
2015-06-01,26.002265,25.993055,24.814064,24.675901
2015-06-02,26.297013,26.297013,26.085163,25.477246
2015-06-03,26.416754,25.771994,26.324646,25.274607
2015-06-04,25.864102,25.357505,25.753572,24.086406
2015-06-05,26.085163,25.873313,25.421981,25.025914
2015-06-08,27.024671,26.858876,25.83647,25.431192
2015-06-09,27.153623,26.48123,26.877297,26.250959
2015-06-10,27.687853,27.172045,26.250959,26.029898
2015-06-11,27.172045,27.024671,26.987828,26.674658
2015-06-12,29.548448,28.378668,27.098358,27.098358
2015-06-15,30.580064,29.824773,28.83,28.406301
2015-06-16,29.695821,28.820789,29.695821,28.258927
2015-06-17,30.027412,29.824773,28.415511,27.448371
2015-06-18,30.055045,27.936547,29.640556,27.908914
2015-06-19,28.152671,26.50824,27.325757,26.085386
2015-06-23,29.017173,28.970189,26.639794,26.21694
2015-06-24,31.808008,30.87773,29.129934,29.129934
2015-06-25,31.394551,29.975641,31.009284,29.468217
2015-06-26,29.985038,27.776801,29.035966,26.978077
2015-06-29,29.919261,28.622509,28.895015,26.404875
2015-06-30,30.15418,29.787706,28.566128,26.780745
2015-07-01,31.554296,28.810444,29.129934,28.350003
2015-07-02,29.007776,25.925641,28.895015,25.925641
2015-07-03,26.451859,23.538866,24.891998,23.332137
2015-07-06,25.897451,24.055687,25.897451,21.969608
2015-07-07,23.520072,22.89049,23.332137,21.781673
2015-07-08,21.49977,20.597682,20.597682,20.597682
2015-07-09,22.655571,22.655571,20.597682,20.597682
2015-07-10,24.920188,24.920188,23.661023,23.303947
2015-07-13,26.96868,26.649191,24.948379,24.440954
2015-07-14,26.263924,24.732253,25.794086,24.39397
2015-07-15,24.572508,23.228773,24.33759,22.97506
2015-07-16,24.901395,24.093274,23.228773,23.228773
2015-07-17,25.559168,25.277265,24.33759,24.149655
2015-07-20,25.775293,24.807427,25.324249,24.600699
2015-07-21,25.474597,25.098727,24.666476,24.346986
2015-07-22,26.301511,25.953831,25.371232,25.108123
2015-07-23,26.301511,26.21694,26.047799,25.653135
2015-07-24,27.391534,26.029005,26.301511,25.878657
2015-07-27,26.273321,23.426105,25.624945,23.426105
2015-07-28,24.159051,24.055687,22.834109,22.552207
2015-07-29,24.591302,24.177845,23.98991,23.801975
2015-07-30,24.591302,24.177845,23.98991,23.801975
2015-07-31,24.591302,24.177845,23.98991,23.801975
2015-08-03,24.591302,24.177845,23.98991,23.801975
2015-08-04,24.591302,24.177845,23.98991,23.801975
2015-08-05,24.591302,24.177845,23.98991,23.801975
2015-08-06,24.591302,24.177845,23.98991,23.801975
2015-08-07,24.591302,24.177845,23.98991,23.801975
2015-08-10,24.591302,24.177845,23.98991,23.801975
2015-08-11,24.591302,24.177845,23.98991,23.801975
2015-08-12,24.591302,24.177845,23.98991,23.801975
2015-08-13,24.591302,24.177845,23.98991,23.801975
2015-08-14,24.591302,24.177845,23.98991,23.801975
2015-08-17,24.591302,24.177845,23.98991,23.801975
2015-08-18,24.591302,24.177845,23.98991,23.801975
2015-08-19,24.591302,24.177845,23.98991,23.801975
2015-08-20,24.591302,24.177845,23.98991,23.801975
2015-08-21,24.591302,24.177845,23.98991,23.801975
2015-08-24,24.591302,24.177845,23.98991,23.801975
