,high,close,open,low
2010-01-04,1.232524,1.211084,1.221514,1.198915
2010-01-05,1.254544,1.245852,1.206448,1.206448
2010-01-06,1.257441,1.239477,1.245852,1.227309
2010-01-07,1.274825,1.199494,1.240057,1.190802
2010-01-08,1.222093,1.21514,1.18211,1.158932
2010-01-11,1.286414,1.285835,1.210504,1.187326
2010-01-12,1.314229,1.28062,1.274825,1.256282
2010-01-13,1.338566,1.318864,1.254544,1.248749
2010-01-14,1.361745,1.326397,1.324659,1.315967
2010-01-15,1.382606,1.3235,1.320023,1.307275
2010-01-18,1.332771,1.326397,1.320603,1.286994
2010-01-19,1.361745,1.360586,1.328136,1.318285
2010-01-20,1.358847,1.235421,1.355371,1.234842
2010-01-21,1.260338,1.234842,1.256282,1.216878
2010-01-22,1.228468,1.20471,1.228468,1.176316
2010-01-25,1.222673,1.20471,1.180951,1.180372
2010-01-26,1.228468,1.151978,1.20471,1.135753
2010-01-27,1.176895,1.157773,1.152558,1.135753
2010-01-28,1.175157,1.17168,1.153717,1.153717
2010-01-29,1.205289,1.168203,1.162409,1.153717
2010-02-01,1.176316,1.092293,1.157193,1.077807
2010-02-02,1.128799,1.097508,1.100406,1.094032
2010-02-03,1.121266,1.118369,1.097508,1.057525
2010-02-04,1.145025,1.128799,1.102144,1.098667
2010-02-05,1.108518,1.094032,1.089396,1.074909
2010-02-08,1.104462,1.098088,1.094611,1.080124
2010-02-09,1.114313,1.096929,1.09519,1.08534
2010-02-10,1.114892,1.114892,1.110836,1.096929
2010-02-11,1.129958,1.125323,1.114892,1.110257
2010-02-12,1.134594,1.127061,1.124164,1.112574
2010-02-22,1.134015,1.128799,1.123584,1.120108
2010-02-23,1.215719,1.16067,1.215719,1.141548
2010-02-24,1.18269,1.170521,1.18269,1.147922
2010-02-25,1.199494,1.1937,1.170521,1.167624
2010-02-26,1.208186,1.188484,1.1937,1.179792
2010-03-01,1.20413,1.195438,1.183269,1.183269
2010-03-02,1.20471,1.202392,1.195438,1.178054
2010-03-03,1.228468,1.222673,1.198915,1.198915
2010-03-04,1.274825,1.158932,1.274825,1.158932
2010-03-05,1.169942,1.154875,1.158932,1.142127
2010-03-08,1.172259,1.169362,1.156034,1.156034
2010-03-09,1.196597,1.181531,1.196597,1.158932
2010-03-10,1.185587,1.162409,1.18211,1.154875
2010-03-11,1.199494,1.199494,1.1937,1.159511
2010-03-12,1.205289,1.163567,1.187905,1.158932
2010-03-15,1.167044,1.154296,1.165306,1.136333
2010-03-16,1.163567,1.158352,1.146763,1.146183
2010-03-17,1.19312,1.187326,1.158352,1.157193
2010-03-18,1.216878,1.199494,1.183849,1.183849
2010-03-19,1.239477,1.209925,1.238898,1.189064
2010-03-22,1.221514,1.213981,1.221514,1.198915
2010-03-23,1.234262,1.221514,1.212822,1.212822
2010-03-24,1.230206,1.221514,1.223252,1.213981
2010-03-25,1.221514,1.187905,1.220935,1.187905
2010-03-26,1.208766,1.199494,1.176316,1.176316
2010-03-29,1.210504,1.1937,1.20413,1.176895
2010-03-30,1.222093,1.21456,1.189643,1.18211
2010-03-31,1.249908,1.230206,1.213402,1.211084
2010-04-01,1.267871,1.256282,1.230785,1.216878
2010-04-02,1.261497,1.255123,1.255703,1.240057
2010-04-06,1.293947,1.283517,1.256861,1.252226
2010-04-07,1.282937,1.262077,1.282937,1.257441
2010-04-08,1.286414,1.251067,1.263815,1.245852
2010-04-09,1.292209,1.291629,1.251646,1.251646
2010-04-12,1.320603,1.298004,1.320603,1.281778
2010-04-13,1.304378,1.270769,1.300901,1.209925
2010-04-14,1.282358,1.264395,1.262077,1.240057
2010-04-15,1.274825,1.221514,1.268451,1.209925
2010-04-16,1.244693,1.238898,1.221514,1.205289
2010-04-19,1.268451,1.240057,1.233683,1.222673
2010-04-20,1.28062,1.279461,1.240057,1.190802
2010-04-21,1.317705,1.309013,1.263236,1.262077
2010-04-22,1.329874,1.314808,1.306696,1.288153
2010-04-23,1.332192,1.317126,1.314229,1.295106
2010-04-26,1.365222,1.335089,1.322341,1.31249
2010-04-27,1.348417,1.297424,1.321182,1.263815
2010-04-28,1.371016,1.360006,1.295686,1.263236
2010-04-29,1.36638,1.238898,1.363483,1.223832
2010-04-30,1.256282,1.147342,1.256282,1.129958
2010-05-04,1.180372,1.165306,1.152558,1.129958
2010-05-05,1.1937,1.191961,1.152558,1.135753
2010-05-06,1.187905,1.140968,1.180372,1.135753
2010-05-07,1.131117,1.078386,1.104462,1.078386
2010-05-10,1.096349,1.049413,1.077807,1.014645
2010-05-11,1.09577,1.053469,1.065058,1.048833
2010-05-12,1.09577,1.053469,1.065058,1.048833
2010-05-13,1.083022,1.083022,1.054048,1.015804
2010-05-14,1.092293,1.067956,1.080704,1.06274
2010-05-17,1.058105,0.992625,1.043039,0.988569
2010-05-18,1.029131,1.011168,0.993784,0.979297
2010-05-19,1.04188,1.023916,1.04188,1.011747
2010-05-20,1.034347,0.985092,1.014065,0.973503
2010-05-21,0.994363,0.993784,0.956119,0.939894
2010-05-24,1.046515,1.038403,0.996681,0.996681
2010-05-25,1.045395,1.028496,1.038985,1.019756
2010-05-26,1.048892,1.034324,1.048892,1.026748
2010-05-27,1.060546,1.058215,1.030245,1.019756
2010-05-28,1.098423,1.086768,1.081524,1.05938
2010-05-31,1.094926,1.038403,1.084437,1.037237
2010-06-01,1.037237,1.008684,1.036072,0.99062
2010-06-02,1.037237,1.030827,1.037237,1.002274
2010-06-03,1.107163,1.045978,1.043647,1.043647
2010-06-04,1.11299,1.102502,1.00344,1.00344
2010-06-07,1.212635,1.193405,1.077445,1.066373
2010-06-08,1.191075,1.135134,1.169514,1.110077
2010-06-09,1.14504,1.134551,1.135134,1.108911
2010-06-10,1.143292,1.128141,1.124645,1.124645
2010-06-11,1.15145,1.128724,1.128141,1.121731
2010-06-17,1.146788,1.099005,1.140378,1.095509
2010-06-18,1.101336,1.012763,1.095509,1.01218
2010-06-21,1.048892,1.048892,1.014511,1.008101
2010-06-22,1.068704,1.058798,1.053553,1.043064
