,high,close,open,low
2010-01-04,7.62391,7.500944,7.62391,7.453649
2010-01-05,7.876149,7.750029,7.519862,7.47572
2010-01-06,7.942361,7.677511,7.661746,7.645981
2010-01-07,7.652287,7.541932,7.649134,7.47572
2010-01-08,7.932902,7.825701,7.472567,7.472567
2010-01-11,8.60764,8.60764,7.929749,7.913984
2010-01-12,8.765289,8.632864,8.513051,8.513051
2010-01-13,8.667547,8.582416,8.465756,8.449991
2010-01-14,9.011222,8.677006,8.582416,8.544581
2010-01-15,8.806278,8.699077,8.582416,8.513051
2010-01-18,8.979692,8.88195,8.828349,8.576111
2010-01-19,9.017528,8.717995,8.885103,8.623405
2010-01-20,8.812584,8.030645,8.6707,7.977044
2010-01-21,8.327025,8.144152,8.077939,8.008574
2010-01-22,8.254506,8.112622,8.106316,7.724805
2010-01-25,8.449991,8.251353,8.197753,8.147305
2010-01-26,8.289189,7.882455,8.267118,7.781559
2010-01-27,8.033798,7.765794,7.882455,7.630216
2010-01-28,8.008574,7.999115,7.762641,7.731111
2010-01-29,8.323872,8.260812,7.992809,7.850925
2010-02-01,8.513051,8.380626,8.292342,8.270271
2010-02-02,8.465756,8.144152,8.323872,8.125234
2010-02-03,8.260812,8.2482,8.134693,7.724805
2010-02-04,8.317566,8.301801,8.216671,8.043257
2010-02-05,8.588722,8.531969,8.065327,8.065327
2010-02-08,8.891409,8.431073,8.576111,8.402697
2010-02-09,8.806278,8.654935,8.402697,8.402697
2010-02-10,9.522005,9.522005,9.017528,8.863032
2010-02-11,9.774244,9.414804,9.364356,9.332826
2010-02-12,9.925587,9.771091,9.452639,9.342285
2010-02-22,10.007564,9.894057,9.790009,9.695419
2010-02-23,10.884093,10.814728,9.953964,9.868833
2010-02-24,10.773739,10.713832,10.657079,10.34178
2010-02-25,10.956612,10.773739,10.726444,10.61609
2010-02-26,10.814728,10.313404,10.720138,10.262956
2010-03-01,10.710679,10.477359,10.34178,10.319709
2010-03-02,11.413794,11.079578,10.483665,10.483665
2010-03-03,11.398029,11.259298,10.97553,10.934541
2010-03-04,11.234074,10.79581,11.224615,10.720138
2010-03-05,11.09219,10.653926,10.862022,10.612937
2010-03-08,10.751668,10.619243,10.663384,10.385922
2010-03-09,10.710679,10.524653,10.581407,10.398534
2010-03-10,10.710679,10.524653,10.581407,10.398534
2010-03-11,10.515194,10.348086,10.515194,10.092695
2010-03-12,10.767433,10.407993,10.37331,10.266109
2010-03-15,10.527806,10.433217,10.439523,10.266109
2010-03-16,10.508888,10.180978,10.423758,10.039094
2010-03-17,10.5215,10.461594,10.203049,10.054859
2010-03-18,10.512041,10.370157,10.455288,10.272415
2010-03-19,10.562489,10.430064,10.37331,10.357545
2010-03-22,10.546724,10.505735,10.433217,10.262956
2010-03-23,11.019671,10.792657,10.499429,10.392228
2010-03-24,11.858365,11.738551,10.720138,10.660232
2010-03-25,11.814223,11.63135,11.574596,11.382264
2010-03-26,11.63135,11.565137,11.533607,11.312899
2010-03-29,11.807917,11.316052,11.565137,11.15525
2010-03-30,11.442171,11.375958,11.344429,11.193085
2010-03-31,11.908812,11.792152,11.350735,11.224615
2010-04-01,11.911965,11.785846,11.776387,11.602973
2010-04-02,11.820529,11.66288,11.782693,11.539913
2010-04-06,11.968719,11.911965,11.681798,11.577749
2010-04-07,11.981331,11.92773,11.908812,11.713327
2010-04-08,12.230416,12.082226,11.886741,11.798458
