[2019-01-30 17:03:15,400] Step: 1000 | Saver reach checkpoint.
[2019-01-30 17:03:21,463] Step: 2000 | Saver reach checkpoint.
[2019-01-30 17:03:27,547] Step: 3000 | Saver reach checkpoint.
[2019-01-30 17:03:33,681] Step: 4000 | Saver reach checkpoint.
[2019-01-30 17:03:39,768] Step: 5000 | Saver reach checkpoint.
[2019-01-30 17:03:45,773] Step: 6000 | Saver reach checkpoint.
[2019-01-30 17:03:51,880] Step: 7000 | Saver reach checkpoint.
[2019-01-30 17:03:58,130] Step: 8000 | Saver reach checkpoint.
[2019-01-30 17:04:04,336] Step: 9000 | Saver reach checkpoint.
[2019-01-30 17:04:10,326] Step: 10000 | Saver reach checkpoint.
[2019-01-30 17:04:16,411] Step: 11000 | Saver reach checkpoint.
[2019-01-30 17:04:22,631] Step: 12000 | Saver reach checkpoint.
[2019-01-30 17:04:28,874] Step: 13000 | Saver reach checkpoint.
[2019-01-30 17:04:34,974] Step: 14000 | Saver reach checkpoint.
[2019-01-30 17:04:41,014] Step: 15000 | Saver reach checkpoint.
[2019-01-30 17:04:47,014] Step: 16000 | Saver reach checkpoint.
[2019-01-30 17:04:52,986] Step: 17000 | Saver reach checkpoint.
[2019-01-30 17:04:59,019] Step: 18000 | Saver reach checkpoint.
[2019-01-30 17:05:05,340] Step: 19000 | Saver reach checkpoint.
[2019-01-30 17:05:11,505] Step: 20000 | Saver reach checkpoint.
[2019-01-30 17:05:17,643] Step: 21000 | Saver reach checkpoint.
[2019-01-30 17:05:23,655] Step: 22000 | Saver reach checkpoint.
[2019-01-30 17:05:29,825] Step: 23000 | Saver reach checkpoint.
[2019-01-30 17:05:36,068] Step: 24000 | Saver reach checkpoint.
[2019-01-30 17:05:42,315] Step: 25000 | Saver reach checkpoint.
[2019-01-30 17:05:48,640] Step: 26000 | Saver reach checkpoint.
[2019-01-30 17:05:54,741] Step: 27000 | Saver reach checkpoint.
[2019-01-30 17:06:00,867] Step: 28000 | Saver reach checkpoint.
[2019-01-30 17:06:07,014] Step: 29000 | Saver reach checkpoint.
[2019-01-30 17:06:13,171] Step: 30000 | Saver reach checkpoint.
