[2019-01-30 14:15:29,863] Step: 1000 | Saver reach checkpoint.
[2019-01-30 14:15:35,865] Step: 2000 | Saver reach checkpoint.
[2019-01-30 14:15:41,821] Step: 3000 | Saver reach checkpoint.
[2019-01-30 14:15:47,809] Step: 4000 | Saver reach checkpoint.
[2019-01-30 14:15:53,796] Step: 5000 | Saver reach checkpoint.
[2019-01-30 14:15:59,730] Step: 6000 | Saver reach checkpoint.
[2019-01-30 14:16:05,648] Step: 7000 | Saver reach checkpoint.
[2019-01-30 14:16:11,633] Step: 8000 | Saver reach checkpoint.
[2019-01-30 14:16:17,577] Step: 9000 | Saver reach checkpoint.
[2019-01-30 14:16:23,546] Step: 10000 | Saver reach checkpoint.
[2019-01-30 14:16:29,581] Step: 11000 | Saver reach checkpoint.
[2019-01-30 14:16:35,648] Step: 12000 | Saver reach checkpoint.
[2019-01-30 14:16:42,083] Step: 13000 | Saver reach checkpoint.
[2019-01-30 14:16:48,118] Step: 14000 | Saver reach checkpoint.
[2019-01-30 14:16:54,223] Step: 15000 | Saver reach checkpoint.
[2019-01-30 14:17:00,531] Step: 16000 | Saver reach checkpoint.
[2019-01-30 14:17:06,550] Step: 17000 | Saver reach checkpoint.
[2019-01-30 14:17:12,536] Step: 18000 | Saver reach checkpoint.
[2019-01-30 14:17:18,509] Step: 19000 | Saver reach checkpoint.
[2019-01-30 14:17:24,532] Step: 20000 | Saver reach checkpoint.
[2019-01-30 14:17:30,694] Step: 21000 | Saver reach checkpoint.
[2019-01-30 14:17:36,936] Step: 22000 | Saver reach checkpoint.
[2019-01-30 14:17:42,926] Step: 23000 | Saver reach checkpoint.
[2019-01-30 14:17:49,599] Step: 24000 | Saver reach checkpoint.
[2019-01-30 14:17:55,878] Step: 25000 | Saver reach checkpoint.
[2019-01-30 14:18:02,179] Step: 26000 | Saver reach checkpoint.
[2019-01-30 14:18:08,352] Step: 27000 | Saver reach checkpoint.
[2019-01-30 14:18:14,476] Step: 28000 | Saver reach checkpoint.
[2019-01-30 14:18:20,661] Step: 29000 | Saver reach checkpoint.
[2019-01-30 14:18:26,767] Step: 30000 | Saver reach checkpoint.
