[2019-01-29 18:31:59,058] Step: 1000 | Saver reach checkpoint.
[2019-01-29 18:32:07,206] Step: 2000 | Saver reach checkpoint.
[2019-01-29 18:32:15,024] Step: 3000 | Saver reach checkpoint.
[2019-01-29 18:32:23,044] Step: 4000 | Saver reach checkpoint.
[2019-01-29 18:32:30,880] Step: 5000 | Saver reach checkpoint.
[2019-01-29 18:32:38,985] Step: 6000 | Saver reach checkpoint.
[2019-01-29 18:32:46,931] Step: 7000 | Saver reach checkpoint.
[2019-01-29 18:32:54,820] Step: 8000 | Saver reach checkpoint.
[2019-01-29 18:33:03,167] Step: 9000 | Saver reach checkpoint.
[2019-01-29 18:33:11,564] Step: 10000 | Saver reach checkpoint.
[2019-01-29 18:33:19,646] Step: 11000 | Saver reach checkpoint.
[2019-01-29 18:33:28,184] Step: 12000 | Saver reach checkpoint.
[2019-01-29 18:33:36,308] Step: 13000 | Saver reach checkpoint.
[2019-01-29 18:33:44,471] Step: 14000 | Saver reach checkpoint.
[2019-01-29 18:33:53,500] Step: 15000 | Saver reach checkpoint.
[2019-01-29 18:34:03,177] Step: 16000 | Saver reach checkpoint.
[2019-01-29 18:34:11,580] Step: 17000 | Saver reach checkpoint.
