[2019-01-28 18:12:36,178] Step: 1000 | Saver reach checkpoint.
[2019-01-28 18:12:39,586] Step: 2000 | Saver reach checkpoint.
[2019-01-28 18:12:42,921] Step: 3000 | Saver reach checkpoint.
[2019-01-28 18:12:46,240] Step: 4000 | Saver reach checkpoint.
[2019-01-28 18:12:49,541] Step: 5000 | Saver reach checkpoint.
[2019-01-28 18:12:52,837] Step: 6000 | Saver reach checkpoint.
[2019-01-28 18:12:56,321] Step: 7000 | Saver reach checkpoint.
[2019-01-28 18:12:59,611] Step: 8000 | Saver reach checkpoint.
[2019-01-28 18:13:03,004] Step: 9000 | Saver reach checkpoint.
[2019-01-28 18:13:06,291] Step: 10000 | Saver reach checkpoint.
[2019-01-28 18:13:09,580] Step: 11000 | Saver reach checkpoint.
[2019-01-28 18:13:13,081] Step: 12000 | Saver reach checkpoint.
[2019-01-28 18:13:16,514] Step: 13000 | Saver reach checkpoint.
[2019-01-28 18:13:19,882] Step: 14000 | Saver reach checkpoint.
[2019-01-28 18:13:23,170] Step: 15000 | Saver reach checkpoint.
[2019-01-28 18:13:26,534] Step: 16000 | Saver reach checkpoint.
[2019-01-28 18:13:29,961] Step: 17000 | Saver reach checkpoint.
[2019-01-28 18:13:33,296] Step: 18000 | Saver reach checkpoint.
[2019-01-28 18:13:36,596] Step: 19000 | Saver reach checkpoint.
[2019-01-28 18:13:39,905] Step: 20000 | Saver reach checkpoint.
[2019-01-28 18:13:43,299] Step: 21000 | Saver reach checkpoint.
[2019-01-28 18:13:46,737] Step: 22000 | Saver reach checkpoint.
[2019-01-28 18:13:50,218] Step: 23000 | Saver reach checkpoint.
[2019-01-28 18:13:53,590] Step: 24000 | Saver reach checkpoint.
[2019-01-28 18:13:56,995] Step: 25000 | Saver reach checkpoint.
[2019-01-28 18:14:00,455] Step: 26000 | Saver reach checkpoint.
[2019-01-28 18:14:03,755] Step: 27000 | Saver reach checkpoint.
[2019-01-28 18:14:07,061] Step: 28000 | Saver reach checkpoint.
[2019-01-28 18:14:10,466] Step: 29000 | Saver reach checkpoint.
[2019-01-28 18:14:13,930] Step: 30000 | Saver reach checkpoint.
