[2019-01-29 18:31:38,167] Step: 1000 | Saver reach checkpoint.
[2019-01-29 18:31:45,647] Step: 2000 | Saver reach checkpoint.
[2019-01-29 18:31:52,571] Step: 3000 | Saver reach checkpoint.
[2019-01-29 18:32:00,485] Step: 4000 | Saver reach checkpoint.
[2019-01-29 18:32:08,692] Step: 5000 | Saver reach checkpoint.
[2019-01-29 18:32:16,776] Step: 6000 | Saver reach checkpoint.
[2019-01-29 18:32:24,675] Step: 7000 | Saver reach checkpoint.
[2019-01-29 18:32:32,624] Step: 8000 | Saver reach checkpoint.
[2019-01-29 18:32:40,691] Step: 9000 | Saver reach checkpoint.
[2019-01-29 18:32:48,710] Step: 10000 | Saver reach checkpoint.
[2019-01-29 18:32:56,784] Step: 11000 | Saver reach checkpoint.
[2019-01-29 18:33:04,974] Step: 12000 | Saver reach checkpoint.
[2019-01-29 18:33:13,362] Step: 13000 | Saver reach checkpoint.
[2019-01-29 18:33:21,696] Step: 14000 | Saver reach checkpoint.
[2019-01-29 18:33:30,157] Step: 15000 | Saver reach checkpoint.
[2019-01-29 18:33:38,312] Step: 16000 | Saver reach checkpoint.
[2019-01-29 18:33:46,780] Step: 17000 | Saver reach checkpoint.
[2019-01-29 18:33:55,687] Step: 18000 | Saver reach checkpoint.
[2019-01-29 18:34:04,753] Step: 19000 | Saver reach checkpoint.
[2019-01-29 18:34:13,048] Step: 20000 | Saver reach checkpoint.
