[2019-01-30 15:38:38,666] Step: 1000 | Saver reach checkpoint.
[2019-01-30 15:38:44,821] Step: 2000 | Saver reach checkpoint.
[2019-01-30 15:38:50,958] Step: 3000 | Saver reach checkpoint.
[2019-01-30 15:38:57,031] Step: 4000 | Saver reach checkpoint.
[2019-01-30 15:39:03,103] Step: 5000 | Saver reach checkpoint.
[2019-01-30 15:39:09,146] Step: 6000 | Saver reach checkpoint.
[2019-01-30 15:39:15,195] Step: 7000 | Saver reach checkpoint.
[2019-01-30 15:39:21,218] Step: 8000 | Saver reach checkpoint.
[2019-01-30 15:39:27,307] Step: 9000 | Saver reach checkpoint.
[2019-01-30 15:39:33,454] Step: 10000 | Saver reach checkpoint.
[2019-01-30 15:39:39,582] Step: 11000 | Saver reach checkpoint.
[2019-01-30 15:39:45,630] Step: 12000 | Saver reach checkpoint.
[2019-01-30 15:39:51,678] Step: 13000 | Saver reach checkpoint.
[2019-01-30 15:39:57,770] Step: 14000 | Saver reach checkpoint.
