[2019-01-30 16:46:38,712] Step: 1000 | Saver reach checkpoint.
[2019-01-30 16:46:44,645] Step: 2000 | Saver reach checkpoint.
[2019-01-30 16:46:50,616] Step: 3000 | Saver reach checkpoint.
[2019-01-30 16:46:56,568] Step: 4000 | Saver reach checkpoint.
[2019-01-30 16:47:02,519] Step: 5000 | Saver reach checkpoint.
[2019-01-30 16:47:08,453] Step: 6000 | Saver reach checkpoint.
[2019-01-30 16:47:14,407] Step: 7000 | Saver reach checkpoint.
[2019-01-30 16:47:20,393] Step: 8000 | Saver reach checkpoint.
[2019-01-30 16:47:26,369] Step: 9000 | Saver reach checkpoint.
[2019-01-30 16:47:32,320] Step: 10000 | Saver reach checkpoint.
[2019-01-30 16:47:38,313] Step: 11000 | Saver reach checkpoint.
[2019-01-30 16:47:44,340] Step: 12000 | Saver reach checkpoint.
[2019-01-30 16:47:50,303] Step: 13000 | Saver reach checkpoint.
[2019-01-30 16:47:56,463] Step: 14000 | Saver reach checkpoint.
[2019-01-30 16:48:02,490] Step: 15000 | Saver reach checkpoint.
[2019-01-30 16:48:08,576] Step: 16000 | Saver reach checkpoint.
[2019-01-30 16:48:14,719] Step: 17000 | Saver reach checkpoint.
[2019-01-30 16:48:20,813] Step: 18000 | Saver reach checkpoint.
[2019-01-30 16:48:26,922] Step: 19000 | Saver reach checkpoint.
[2019-01-30 16:48:33,024] Step: 20000 | Saver reach checkpoint.
[2019-01-30 16:48:39,137] Step: 21000 | Saver reach checkpoint.
[2019-01-30 16:48:45,255] Step: 22000 | Saver reach checkpoint.
[2019-01-30 16:48:51,398] Step: 23000 | Saver reach checkpoint.
[2019-01-30 16:48:57,476] Step: 24000 | Saver reach checkpoint.
[2019-01-30 16:49:03,573] Step: 25000 | Saver reach checkpoint.
[2019-01-30 16:49:09,698] Step: 26000 | Saver reach checkpoint.
[2019-01-30 16:49:15,775] Step: 27000 | Saver reach checkpoint.
[2019-01-30 16:49:21,820] Step: 28000 | Saver reach checkpoint.
[2019-01-30 16:49:27,881] Step: 29000 | Saver reach checkpoint.
[2019-01-30 16:49:33,936] Step: 30000 | Saver reach checkpoint.
